Summary,Temperature (C),Humidity,Wind Speed (km/h)
Mostly Cloudy,-13.67777778,0.91,4.83
Mostly Cloudy,-11.03888889,0.88,1.5778
Mostly Cloudy,-9.8,0.86,1.6261
Mostly Cloudy,-7.822222222,0.92,3.0268
Mostly Cloudy,-7.244444444,0.88,0.2576
Mostly Cloudy,-6.155555556,0.86,3.4293
Mostly Cloudy,-6.111111111,0.88,4.7978
Mostly Cloudy,-6.138888889,0.81,9.2575
Mostly Cloudy,-7.033333333,0.8,10.8353
Overcast,-7.8,0.85,9.1609
Overcast,-8.933333333,0.85,10.5616
Mostly Cloudy,-8.9,0.85,10.7709
Overcast,-8.961111111,0.78,7.8729
Mostly Cloudy,-7.988888889,0.78,10.8514
Mostly Cloudy,-7.9,0.85,13.2664
Mostly Cloudy,-7.988888889,0.82,13.4918
Mostly Cloudy,-7.966666667,0.81,5.957
Mostly Cloudy,-8.766666667,0.87,2.2218
Overcast,-8.938888889,0.89,6.3112
Mostly Cloudy,-7.938888889,0.76,6.3595
Mostly Cloudy,-7.472222222,0.73,10.7548
Overcast,-7.405555556,0.69,10.7065
Overcast,-7.911111111,0.72,9.2092
Overcast,-7.95,0.73,5.8765
Overcast,-7.377777778,0.69,10.6743
Overcast,-6.266666667,0.65,10.5938
Overcast,-5.377777778,0.59,9.5151
Overcast,-4.094444444,0.54,9.3541
Mostly Cloudy,-4.005555556,0.59,7.8085
Mostly Cloudy,-3.972222222,0.54,6.4883
Overcast,-4.927777778,0.63,12.2843
Overcast,-4.927777778,0.63,7.9373
Overcast,-5,0.69,7.9695
Overcast,-6.083333333,0.81,9.5151
Overcast,-7.216666667,0.88,9.7244
Mostly Cloudy,-6.127777778,0.85,5.3613
Partly Cloudy,-7.261111111,0.88,4.6046
Mostly Cloudy,-7.288888889,0.88,6.2951
Mostly Cloudy,-7.488888889,0.87,4.0411
Mostly Cloudy,-7.244444444,0.84,3.3649
Mostly Cloudy,-8.216666667,0.92,6.3112
Foggy,-10.29444444,0.9,4.4919
Overcast,-7.272222222,0.88,6.0536
Overcast,-7.322222222,0.88,3.2683
Overcast,-6.744444444,0.87,10.6421
Overcast,-6.35,0.82,0
Overcast,-6.472222222,0.82,6.44
Mostly Cloudy,-7.288888889,0.94,4.4436
Mostly Cloudy,-6.472222222,0.82,3.1556
Mostly Cloudy,-6.3,0.82,4.7173
Partly Cloudy,-6.983333333,0.79,6.762
Partly Cloudy,-2.933333333,0.63,3.1234
Partly Cloudy,-2.383333333,0.56,0.4669
Partly Cloudy,-3.911111111,0.55,3.1073
Partly Cloudy,-3.844444444,0.51,2.8175
Partly Cloudy,-2.827777778,0.47,0.4186
Partly Cloudy,-4.922222222,0.53,1.0626
Clear,-7.222222222,0.6,4.7656
Clear,-9,0.63,4.7334
Clear,-9.844444444,0.76,7.3094
Clear,-11.23888889,0.81,4.7012
Clear,-12.27777778,0.87,6.3434
Clear,-12.17777778,0.89,6.2146
Clear,-13.82777778,0.91,10.8675
Clear,-13.36666667,0.87,6.601
Foggy,-7.944444444,0.93,13.7172
Foggy,-11.28888889,0.92,10.8997
Overcast,-9.722222222,0.93,11.0446
Overcast,-8.077777778,0.9,14.1358
Overcast,-8.083333333,0.92,15.8746
Overcast,-7.983333333,0.92,12.4131
Overcast,-7.905555556,0.93,12.5741
Overcast,-7.822222222,0.92,11.0124
Overcast,-7.288888889,0.89,17.1626
Overcast,-7.75,0.93,19.5132
Overcast,-7.244444444,0.89,12.3487
Overcast,-6.205555556,0.89,11.1895
Overcast,-7.144444444,0.89,11.4471
Overcast,-6.111111111,0.82,12.6063
Overcast,-6.133333333,0.88,15.4721
Foggy,-6.177777778,0.88,12.3326
Foggy,-7.15,0.96,12.4936
Foggy,-7.172222222,0.96,10.7387
Overcast,-7.138888889,0.89,13.8943
Foggy,-7.727777778,0.92,13.8299
Foggy,-7.727777778,0.89,13.846
Foggy,-7.655555556,0.89,13.9748
Foggy,-7.194444444,0.89,16.9855
Foggy,-7.216666667,0.89,16.8567
Overcast,-4.527777778,0.84,14.5866
Foggy,-7.238888889,0.92,14.0231
Foggy,-7.194444444,0.88,13.8782
Foggy,-6.844444444,0.89,7.4221
Mostly Cloudy,-7.277777778,0.88,10.8836
Mostly Cloudy,-7.833333333,0.85,15.295
Foggy,-9.072222222,0.86,18.7726
Foggy,-8.894444444,0.85,15.1018
Foggy,-7.672222222,0.84,13.9265
Foggy,-7.133333333,0.88,14.9086
Foggy,-4.922222222,0.84,16.744
Partly Cloudy,-3.677777778,0.78,15.4721
Foggy,-2.805555556,0.78,14.1519
Mostly Cloudy,-2.005555556,0.8,14.2485
Mostly Cloudy,-2.633333333,0.78,12.7351
Foggy,-4.505555556,0.9,16.5508
Foggy,-3.838888889,0.92,12.6868
Foggy,-3.955555556,0.85,12.7029
Mostly Cloudy,-4.155555556,0.85,15.134
Mostly Cloudy,-4.155555556,0.85,19.8996
Partly Cloudy,-3.716666667,0.82,19.8352
Partly Cloudy,-3.705555556,0.83,23.1518
Partly Cloudy,-3.622222222,0.79,19.7869
Foggy,-1.183333333,0.96,25.6956
Partly Cloudy,-5.733333333,0.9,12.3809
Foggy,-1.688888889,0.96,25.5829
Foggy,-1.688888889,0.96,25.6956
Foggy,-1.655555556,0.97,25.116
Breezy and Foggy,-2.2,0.96,30.107
Breezy and Overcast,-2.2,0.96,29.8655
Overcast,-2.122222222,0.96,24.5525
Foggy,-2.177777778,0.95,23.6992
Foggy,-2.2,0.95,25.3736
Foggy,-2.055555556,0.94,23.023
Foggy,-2.133333333,0.95,25.3253
Foggy,-1.094444444,0.88,25.5668
Overcast,-1.027777778,0.86,28.7063
Overcast,-1.094444444,0.88,25.7278
Overcast,-1.066666667,0.8,20.9944
Overcast,-1.027777778,0.79,26.2913
Mostly Cloudy,-1.161111111,0.7,25.438
Partly Cloudy,-2.2,0.75,20.3665
Mostly Cloudy,-2.144444444,0.7,19.4488
Partly Cloudy,-4.844444444,0.81,13.0088
Partly Cloudy,-4.4,0.77,14.007
Partly Cloudy,-5.655555556,0.87,13.6045
Partly Cloudy,-5.466666667,0.84,14.0231
Mostly Cloudy,-4.572222222,0.85,19.9157
Foggy,-0.838888889,0.95,7.4382
Overcast,-2.822222222,0.76,20.1733
Overcast,-2.311111111,0.76,27.2895
Overcast,-1.777777778,0.74,23.2484
Overcast,-1.25,0.76,24.4559
Overcast,-1.205555556,0.76,22.8137
Overcast,-1.077777778,0.76,26.2591
Breezy and Overcast,-0.116666667,0.71,31.717
Overcast,0.972222222,0.7,22.8459
Breezy and Overcast,1.055555556,0.7,30.8154
Breezy and Overcast,2.155555556,0.7,32.0068
Overcast,2.2,0.7,29.0444
Mostly Cloudy,2.138888889,0.73,25.2609
Overcast,2.127777778,0.74,23.7314
Overcast,2.061111111,0.74,15.9873
Overcast,1.194444444,0.85,13.3952
Overcast,1.038888889,0.86,3.0107
Overcast,1.016666667,0.86,9.1931
Overcast,1.033333333,0.86,7.8568
Mostly Cloudy,0.022222222,0.93,8.2432
Overcast,0.511111111,0.92,11.1412
Overcast,0.572222222,0.92,11.0285
Overcast,-0.05,0.96,11.5276
Foggy,-0.072222222,0.96,14.3451
Overcast,-2.672222222,0.87,9.6117
Foggy,-0.6,0.96,14.4739
Foggy,-0.6,0.92,14.3451
Foggy,-1.005555556,0.96,13.9587
Foggy,-1.111111111,0.93,14.2002
Overcast,-1.133333333,0.93,14.3612
Overcast,-0.983333333,0.93,14.2324
Overcast,-1.133333333,0.93,17.1304
Foggy,-1.105555556,1,11.0607
Foggy,-0.166666667,0.93,11.3827
Foggy,-0.044444444,0.92,14.2163
Overcast,-0.066666667,0.93,21.9926
Overcast,-0.005555556,0.92,19.0141
Overcast,-1.061111111,0.92,17.5329
Overcast,-1.088888889,0.93,21.9604
Overcast,-1,0.92,16.9211
Overcast,-1.133333333,0.92,15.5526
Overcast,-2.2,0.96,20.2538
Mostly Cloudy,-2.094444444,0.89,16.6313
Partly Cloudy,-2.8,0.93,17.4041
Partly Cloudy,-4.883333333,0.89,14.007
Partly Cloudy,-4.633333333,0.89,10.6743
Overcast,-4.422222222,0.89,6.118
Partly Cloudy,-5.511111111,0.84,14.0231
Mostly Cloudy,-3.272222222,0.78,13.1537
Partly Cloudy,-7.688888889,0.92,10.7548
Partly Cloudy,-7.416666667,0.93,3.1395
Partly Cloudy,-8.138888889,0.92,3.7674
Partly Cloudy,-10.1,0.92,3.22
Partly Cloudy,-10.14444444,0.92,1.5295
Foggy,-9.788888889,0.92,4.6368
Foggy,-9.15,0.85,4.6046
Foggy,-7.438888889,0.96,4.4436
Clear,-5.027777778,0.84,10.3362
Clear,-3.9,0.79,8.0661
Clear,-2.766666667,0.72,10.8031
Partly Cloudy,-2.733333333,0.73,11.2056
Partly Cloudy,-3.755555556,0.78,12.558
Mostly Cloudy,-3.827777778,0.79,12.7512
Mostly Cloudy,-4.827777778,0.86,15.1018
Mostly Cloudy,-5.011111111,0.85,21.413
Mostly Cloudy,-5.083333333,0.85,15.4399
Overcast,-3.977777778,0.85,17.0016
Overcast,-4.011111111,0.85,13.5884
Overcast,-3.966666667,0.82,13.6528
Overcast,-3.422222222,0.81,16.5669
Overcast,-3.455555556,0.8,16.9211
Overcast,-2.9,0.76,16.6796
Overcast,-0.588888889,0.94,14.5383
Overcast,-2.85,0.76,13.8943
Overcast,-2.805555556,0.79,13.8943
Overcast,-2.85,0.79,10.787
Overcast,-2.85,0.79,9.4668
Overcast,-2.366666667,0.82,7.9212
Overcast,-2.666666667,0.91,9.9981
Foggy,-2.872222222,1,9.5795
Foggy,-2.344444444,0.96,9.5151
Foggy,-2.088888889,0.95,10.3845
Foggy,-1.183333333,0.89,8.0983
Foggy,-1.183333333,0.93,11.1251
Overcast,-1.027777778,0.88,11.8496
Foggy,-1.183333333,0.89,9.7244
Foggy,-2.2,0.96,11.2056
Foggy,-1.094444444,0.92,14.0875
Overcast,-1.205555556,0.93,14.5061
Overcast,-1.205555556,0.93,15.7941
Overcast,-1.05,0.92,13.1859
Overcast,-0.138888889,0.86,14.49
Foggy,-0.65,0.92,11.5437
Overcast,-0.505555556,0.93,12.6063
Overcast,-0.605555556,0.96,11.5276
Overcast,-0.094444444,0.92,14.6349
Mostly Cloudy,0.077777778,0.92,5.6511
Overcast,0.411111111,0.92,11.5115
Overcast,0.411111111,0.92,14.2646
Overcast,0.466666667,0.93,14.4739
Overcast,0.922222222,0.92,11.1734
Overcast,0.972222222,0.92,11.0929
Overcast,0.972222222,0.92,13.2825
Overcast,1.016666667,0.92,21.2842
Overcast,1.038888889,0.92,16.7923
Mostly Cloudy,2.044444444,0.86,15.9229
Overcast,1.138888889,0.85,14.0553
Overcast,1.138888889,0.92,4.6046
Overcast,1.216666667,0.92,5.3613
Foggy,1.111111111,0.92,3.1556
Foggy,1.111111111,0.92,2.9624
Foggy,1.094444444,0.93,8.0983
Foggy,1.088888889,0.92,9.2414
Foggy,1.088888889,0.92,9.3058
Mostly Cloudy,0.983333333,0.93,8.694
Overcast,1.038888889,0.93,9.6117
Overcast,0.511111111,0.92,11.0446
Overcast,0.55,0.93,10.0947
Overcast,0.511111111,0.92,6.5044
Overcast,0,0.96,6.7298
Overcast,0.505555556,0.93,5.1037
Mostly Cloudy,0.466666667,0.92,6.4078
Overcast,-0.066666667,0.96,3.1878
Mostly Cloudy,-0.088888889,0.96,6.2951
Overcast,-0.094444444,0.92,3.5259
Overcast,-0.094444444,0.92,1.4812
Overcast,-0.027777778,0.93,7.8085
Foggy,-0.072222222,0.92,7.6475
Overcast,0.027777778,0.92,9.5634
Overcast,0.966666667,0.87,7.9695
Foggy,0.05,0.92,4.7495
Foggy,0.05,0.99,7.3899
Foggy,0.177777778,0.99,11.2378
Foggy,0.022222222,1,12.1555
Overcast,0,1,10.7065
Foggy,0.144444444,0.99,1.6905
Foggy,-0.022222222,0.92,4.8139
Foggy,-0.022222222,0.92,9.1126
Foggy,0.127777778,0.93,9.7727
Foggy,-0.022222222,0.92,10.6099
Foggy,-0.022222222,0.96,2.8014
Foggy,0.05,0.96,6.3273
Overcast,-0.05,0.96,6.44
Foggy,-0.05,0.96,3.5098
Overcast,8.061111111,0.78,28.5614
Overcast,0.461111111,0.92,11.0768
Overcast,0.511111111,0.92,6.3112
Overcast,0.461111111,0.92,6.7298
Foggy,0.972222222,0.92,12.8156
Foggy,0.972222222,0.92,14.2968
Foggy,1.188888889,0.93,11.9784
Foggy,0.994444444,0.92,12.9605
Foggy,1.038888889,0.92,14.4417
Foggy,1.322222222,0.99,13.4274
Foggy,1.061111111,1,13.1054
Foggy,2.083333333,0.92,12.9283
Foggy,2.55,0.99,13.9265
Mostly Cloudy,2.683333333,0.96,9.9659
Mostly Cloudy,3.75,0.92,11.5598
Mostly Cloudy,5.172222222,0.93,13.0249
Mostly Cloudy,3.772222222,0.92,5.6672
Mostly Cloudy,4.788888889,0.93,8.4042
Overcast,7.6,0.82,15.617
Breezy and Overcast,8.405555556,0.79,32.6508
Breezy and Overcast,8.933333333,0.76,29.6079
Breezy and Overcast,9.55,0.73,36.8207
Breezy and Overcast,9.533333333,0.76,32.7313
Breezy and Overcast,9.533333333,0.76,37.2876
Partly Cloudy,6.161111111,0.9,9.1931
Breezy and Overcast,9.555555556,0.73,37.513
Breezy and Overcast,9.05,0.76,29.7689
Overcast,8.527777778,0.8,27.2734
Breezy and Mostly Cloudy,8.494444444,0.78,31.2179
Mostly Cloudy,8.5,0.78,28.1106
Mostly Cloudy,8.372222222,0.78,25.3253
Partly Cloudy,7.338888889,0.84,16.4542
Mostly Cloudy,8.5,0.78,20.6402
Mostly Cloudy,9.744444444,0.78,24.4076
Breezy and Mostly Cloudy,9.844444444,0.78,34.615
Mostly Cloudy,10.81111111,0.79,25.6151
Breezy and Mostly Cloudy,11.88333333,0.73,33.3592
Partly Cloudy,11.89444444,0.74,31.3306
Mostly Cloudy,10.94444444,0.78,21.1393
Mostly Cloudy,10.94444444,0.77,19.5293
Overcast,10.85555556,0.78,12.0267
Overcast,9.788888889,0.84,13.2664
Partly Cloudy,8.011111111,0.95,8.7262
Partly Cloudy,7.177777778,0.93,9.4829
Overcast,7.594444444,0.89,11.109
Mostly Cloudy,8.283333333,0.87,14.7476
Mostly Cloudy,7.622222222,0.87,10.5777
Overcast,21.6,0.81,2.6726
Overcast,20.44444444,0.79,6.1019
Mostly Cloudy,18.85555556,0.96,4.2826
Mostly Cloudy,18.26666667,0.97,11.2056
Partly Cloudy,18.24444444,0.9,10.626
Mostly Cloudy,17.78888889,0.93,7.3899
Partly Cloudy,18.8,0.93,3.3327
Mostly Cloudy,22.02222222,0.77,8.1949
Partly Cloudy,23.55555556,0.7,9.5151
Partly Cloudy,25.02777778,0.73,10.9158
Partly Cloudy,27.2,0.65,9.2092
Partly Cloudy,27.47222222,0.61,12.2682
Partly Cloudy,28.86666667,0.59,13.8138
Partly Cloudy,30,0.55,14.007
Partly Cloudy,29.92222222,0.54,12.397
Partly Cloudy,30.02222222,0.51,11.0446
Partly Cloudy,29.80555556,0.51,13.7172
Partly Cloudy,27.61666667,0.52,14.0392
Mostly Cloudy,27.75,0.62,15.1179
Mostly Cloudy,27.72777778,0.55,12.2521
Mostly Cloudy,26.12222222,0.63,10.7709
Mostly Cloudy,22.72777778,0.84,4.5563
Mostly Cloudy,22.10555556,0.87,3.6386
Mostly Cloudy,20.83888889,0.91,3.1717
Clear,17.52777778,0.87,6.1502
Clear,15.49444444,0.93,6.44
Partly Cloudy,17.62222222,0.91,4.3953
Clear,14.33333333,0.96,6.279
Partly Cloudy,14.36111111,0.96,6.2951
Clear,14.64444444,0.92,6.601
Partly Cloudy,17.02222222,0.93,7.9051
Partly Cloudy,18.78333333,0.84,11.0285
Partly Cloudy,22,0.68,12.4775
Partly Cloudy,23.86666667,0.65,13.8943
Partly Cloudy,25.07222222,0.61,15.5848
Partly Cloudy,27.07222222,0.55,14.3934
Partly Cloudy,27.28888889,0.55,15.8102
Partly Cloudy,27.85,0.48,14.4256
Partly Cloudy,27.93888889,0.47,15.456
Partly Cloudy,27.93888889,0.48,15.3594
Partly Cloudy,28.96111111,0.48,14.4095
Partly Cloudy,28.93333333,0.44,13.4113
Partly Cloudy,27.36111111,0.5,11.3505
Partly Cloudy,26.25,0.57,9.499
Partly Cloudy,24.4,0.64,7.889
Partly Cloudy,21.20555556,0.8,7.8729
Clear,20.53333333,0.87,6.1502
Clear,19.70555556,0.87,6.2468
Clear,18.31111111,0.93,6.4239
Clear,18.27222222,0.93,6.4239
Clear,19.31666667,0.95,4.5402
Clear,16.71666667,0.99,6.4239
Clear,16.65,0.99,6.4239
Clear,17.00555556,0.95,4.2182
Partly Cloudy,18.80555556,0.93,4.8139
Partly Cloudy,22.11666667,0.81,9.2575
Partly Cloudy,24.8,0.73,11.2217
Partly Cloudy,26.13888889,0.64,11.1412
Partly Cloudy,27.2,0.6,12.397
Partly Cloudy,27.82777778,0.64,15.3916
Partly Cloudy,28.96111111,0.58,14.329
Partly Cloudy,28.96111111,0.58,11.2217
Partly Cloudy,29.99444444,0.53,13.685
Partly Cloudy,31.03888889,0.51,9.6278
Partly Cloudy,30.11666667,0.47,12.3809
Partly Cloudy,30.15555556,0.52,10.7709
Partly Cloudy,30.07222222,0.5,7.6958
Partly Cloudy,28.96111111,0.58,9.0321
Partly Cloudy,26.60555556,0.69,7.5187
Partly Cloudy,22.82222222,0.89,7.7602
Partly Cloudy,22.71111111,0.87,3.2683
Clear,21.87777778,0.89,3.5903
Clear,21.04444444,0.9,3.2039
Clear,19.95555556,0.96,6.279
Partly Cloudy,19.81111111,0.96,3.8801
Clear,19.4,0.93,3.3488
Partly Cloudy,18.82222222,0.97,6.3434
Partly Cloudy,19.01111111,0.96,6.6976
Partly Cloudy,20.97777778,0.93,3.3488
Partly Cloudy,24.77777778,0.85,3.4615
Partly Cloudy,25.92222222,0.75,8.0983
Partly Cloudy,27.73333333,0.71,7.9212
Partly Cloudy,28.88888889,0.59,9.3702
Partly Cloudy,30.1,0.57,8.9355
Partly Cloudy,31.13333333,0.54,10.9641
Partly Cloudy,31.13333333,0.54,11.0607
Partly Cloudy,31.23888889,0.47,11.6886
Partly Cloudy,31.20555556,0.51,12.3004
Partly Cloudy,31.05,0.48,13.4274
Partly Cloudy,31.16111111,0.47,8.533
Partly Cloudy,30.63333333,0.51,9.3219
Partly Cloudy,29.77777778,0.53,10.8836
Partly Cloudy,26.98888889,0.62,11.0446
Partly Cloudy,24.88333333,0.75,4.4919
Partly Cloudy,23.70555556,0.8,6.2468
Partly Cloudy,21.83333333,0.89,3.4293
Partly Cloudy,21.04444444,0.93,3.22
Partly Cloudy,19.95555556,0.97,3.2039
Clear,22.05,0.91,4.0894
Clear,18.89444444,1,6.1502
Clear,18.84444444,0.97,3.22
Clear,18.63888889,0.99,14.2646
Clear,20.95555556,0.93,0
Clear,24.82777778,0.75,0
Partly Cloudy,26.82222222,0.69,2.2379
Clear,28.79444444,0.59,1.1431
Partly Cloudy,30.02777778,0.52,4.7173
Partly Cloudy,31.83333333,0.49,2.7048
Partly Cloudy,31.16111111,0.45,3.5098
Partly Cloudy,31.13333333,0.58,16.9533
Partly Cloudy,32.14444444,0.48,11.0124
Partly Cloudy,32.72777778,0.44,10.9319
Partly Cloudy,32.77777778,0.41,12.4936
Partly Cloudy,32.2,0.48,10.4328
Partly Cloudy,32.26666667,0.48,9.3702
Partly Cloudy,31.13333333,0.54,7.7119
Partly Cloudy,27.67777778,0.66,9.5312
Partly Cloudy,25.14444444,0.78,8.1305
Partly Cloudy,23.5,0.89,3.3327
Partly Cloudy,23.67222222,0.86,2.9624
Clear,22.82777778,0.89,6.1502
Clear,22.3,0.92,3.5742
Clear,21.07777778,0.96,2.3506
Partly Cloudy,22.29444444,0.89,3.6547
Partly Cloudy,21.71666667,0.92,3.3166
Partly Cloudy,21.87222222,0.92,3.8318
Partly Cloudy,22.6,0.9,3.5259
Partly Cloudy,24.75555556,0.8,8.1949
Partly Cloudy,26.99444444,0.69,9.982
Partly Cloudy,28.79444444,0.67,9.4668
Partly Cloudy,31.01666667,0.59,10.948
Partly Cloudy,31.14444444,0.53,11.7369
Partly Cloudy,32.19444444,0.45,15.134
Partly Cloudy,32.8,0.41,13.7816
Partly Cloudy,32.8,0.42,12.5258
Partly Cloudy,32.84444444,0.41,12.2843
Partly Cloudy,32.89444444,0.43,10.8514
Partly Cloudy,33.00555556,0.44,8.1627
Partly Cloudy,32.23888889,0.55,3.1556
Partly Cloudy,31.20555556,0.51,11.9945
Partly Cloudy,28.3,0.68,4.0572
Partly Cloudy,25,0.84,1.5295
Partly Cloudy,24.26111111,0.85,3.22
Clear,23.84444444,0.85,3.059
Clear,23.13333333,0.87,6.1502
Clear,21.60555556,0.93,3.2039
Partly Cloudy,22.01666667,0.96,3.1878
Clear,21.51111111,0.93,6.1019
Clear,20.39444444,0.93,6.0214
Clear,19.99444444,0.97,2.576
Clear,22,0.88,3.0751
Clear,23.78333333,0.85,3.5742
Clear,26.05555556,0.75,4.186
Clear,27.89444444,0.71,7.7602
Partly Cloudy,30.16111111,0.62,7.6314
Partly Cloudy,31.1,0.55,3.6064
Partly Cloudy,32.38333333,0.57,7.7119
Partly Cloudy,32.82777778,0.4,4.0411
Partly Cloudy,32.77777778,0.46,3.381
Partly Cloudy,33.88333333,0.44,2.7692
Partly Cloudy,32.89444444,0.49,10.465
Partly Cloudy,32.99444444,0.47,7.0196
Partly Cloudy,32.31111111,0.55,4.5885
Partly Cloudy,31.22777778,0.58,4.6207
Partly Cloudy,28.27222222,0.68,7.6797
Partly Cloudy,26.11111111,0.78,4.6368
Partly Cloudy,24.92777778,0.82,0
Clear,25.5,0.77,6.5044
Partly Cloudy,23.26666667,0.9,0
Partly Cloudy,22.68888889,0.93,3.22
Clear,22.33333333,0.94,4.025
Partly Cloudy,21.57777778,0.97,2.9785
Partly Cloudy,21.57777778,0.93,3.3005
Partly Cloudy,21.21666667,0.96,3.7674
Mostly Cloudy,22.66666667,0.96,3.2683
Mostly Cloudy,24.90555556,0.85,3.3488
Mostly Cloudy,27.13333333,0.74,7.7924
Partly Cloudy,28.95555556,0.67,12.4936
Partly Cloudy,30.07222222,0.62,12.3809
Partly Cloudy,31.22222222,0.54,9.177
Partly Cloudy,32.26666667,0.55,7.9695
Partly Cloudy,32.8,0.53,4.7495
Partly Cloudy,33.73888889,0.44,5.5223
Partly Cloudy,33.91111111,0.44,4.7978
Partly Cloudy,32.89444444,0.43,9.2253
Partly Cloudy,32.47777778,0.52,10.6904
Partly Cloudy,32.28888889,0.48,10.6099
Partly Cloudy,31.18333333,0.58,7.6797
Partly Cloudy,28.20555556,0.68,7.5348
Partly Cloudy,25.09444444,0.84,3.1878
Partly Cloudy,24.35,0.87,3.22
Clear,24.22222222,0.87,3.7674
Clear,23.19444444,0.93,3.1717
Clear,22.71111111,0.92,3.1878
Partly Cloudy,24.25555556,0.83,9.0321
Clear,21.52777778,0.93,3.3005
Clear,21.52777778,0.93,3.3005
Partly Cloudy,22.54444444,0.9,5.313
Partly Cloudy,23.59444444,0.85,4.3953
Partly Cloudy,23.85,0.9,2.9463
Partly Cloudy,26.2,0.81,4.83
Partly Cloudy,28.91666667,0.69,9.4829
Partly Cloudy,31.16111111,0.61,11.27
Clear,32.11111111,0.57,9.7083
Partly Cloudy,32.82777778,0.53,9.4185
Partly Cloudy,32.68888889,0.54,9.2736
Partly Cloudy,33.55555556,0.44,10.2235
Mostly Cloudy,33.79444444,0.51,7.567
Partly Cloudy,33.79444444,0.42,12.2682
Partly Cloudy,33.73333333,0.41,9.3219
Partly Cloudy,32.62222222,0.45,10.6421
Partly Cloudy,32.08333333,0.52,7.2772
Partly Cloudy,28.12222222,0.7,4.1699
Mostly Cloudy,27.10555556,0.69,9.2897
Partly Cloudy,26.97222222,0.7,10.7387
Partly Cloudy,26.38333333,0.74,13.2664
Partly Cloudy,25.4,0.79,11.0446
Partly Cloudy,24.26111111,0.85,6.279
Mostly Cloudy,20.57222222,0.85,13.1376
Partly Cloudy,23.17222222,0.88,6.279
Partly Cloudy,23.19444444,0.85,11.0124
Partly Cloudy,21.2,0.93,9.8371
Partly Cloudy,22.17777778,0.93,0.7245
Partly Cloudy,24.86111111,0.79,1.4812
Partly Cloudy,25.89444444,0.74,10.5616
Partly Cloudy,26.95,0.74,16.5508
Partly Cloudy,27.43333333,0.72,17.7261
Partly Cloudy,28.70555556,0.62,16.6957
Partly Cloudy,29.63333333,0.6,17.4524
Partly Cloudy,30.76666667,0.56,12.9766
Partly Cloudy,30.85,0.58,16.5991
Mostly Cloudy,29.86111111,0.63,22.2341
Mostly Cloudy,29.81666667,0.63,22.1536
Mostly Cloudy,27.87222222,0.64,21.7028
Partly Cloudy,27.71111111,0.66,22.0087
Mostly Cloudy,27.10555556,0.65,20.5275
Partly Cloudy,25.15,0.72,14.2807
Mostly Cloudy,23.79444444,0.78,12.7995
Mostly Cloudy,24.16666667,0.74,13.8621
Mostly Cloudy,22.82222222,0.77,10.2557
Mostly Cloudy,21.48333333,0.81,14.1358
Mostly Cloudy,20.90555556,0.81,11.2861
Mostly Cloudy,20.66666667,0.9,14.2324
Partly Cloudy,18.77222222,0.87,11.0124
Partly Cloudy,18.23888889,0.9,11.1412
Partly Cloudy,18.23333333,0.88,7.1001
Mostly Cloudy,17.68888889,0.9,7.9856
Partly Cloudy,17.82777778,0.89,13.8621
Mostly Cloudy,19.82222222,0.84,13.7977
Mostly Cloudy,22.64444444,0.73,9.5473
Partly Cloudy,23.8,0.74,7.4704
Partly Cloudy,25.72777778,0.69,8.5169
Partly Cloudy,27.64444444,0.67,8.0017
Partly Cloudy,27.71111111,0.63,9.5795
Partly Cloudy,27.72222222,0.65,9.4829
Partly Cloudy,28.86666667,0.62,10.8353
Partly Cloudy,29.91111111,0.63,7.8568
Partly Cloudy,29.77222222,0.58,5.957
Partly Cloudy,28.81666667,0.63,14.168
Mostly Cloudy,25.18333333,0.64,13.7494
Mostly Cloudy,21.12222222,0.88,19.7547
Mostly Cloudy,20.25,0.92,8.3237
Overcast,20.66666667,0.92,6.0053
Overcast,20.70555556,0.95,10.8031
Mostly Cloudy,19.37777778,0.97,6.44
Mostly Cloudy,19.78888889,0.93,6.44
Partly Cloudy,18.19444444,0.93,3.2522
Mostly Cloudy,18.28888889,0.97,3.3488
Mostly Cloudy,17.73333333,0.99,6.279
Partly Cloudy,17.86111111,0.97,4.1377
Clear,19.8,0.87,3.703
Clear,21,0.87,9.1609
Clear,22.80555556,0.79,8.0178
Clear,24.97777778,0.69,9.2253
Clear,27.15,0.6,9.3863
Clear,27.78888889,0.54,9.3702
Clear,28.83888889,0.51,9.4829
Partly Cloudy,29.92777778,0.48,9.4668
Partly Cloudy,30.01111111,0.47,11.3183
Partly Cloudy,28.91666667,0.51,16.583
Partly Cloudy,29.90555556,0.43,12.4453
Partly Cloudy,28.92777778,0.48,12.3648
Mostly Cloudy,27.73888889,0.55,10.3362
Mostly Cloudy,27.17777778,0.56,9.5634
Partly Cloudy,25.27222222,0.63,9.2575
Partly Cloudy,22.77777778,0.79,4.7978
Partly Cloudy,21.64444444,0.81,6.1985
Partly Cloudy,21.25,0.83,6.2468
Overcast,21.03888889,0.93,10.4811
Mostly Cloudy,20.99444444,0.97,6.6493
Clear,20.97222222,0.96,9.7244
Mostly Cloudy,20.43888889,0.97,10.6743
Clear,20.96111111,0.93,9.4829
Partly Cloudy,19.81666667,0.97,6.1019
Partly Cloudy,19.88333333,0.93,10.8836
Partly Cloudy,20.99444444,0.87,8.0983
Partly Cloudy,21.95555556,0.88,9.4507
Partly Cloudy,23.79444444,0.83,10.9963
Partly Cloudy,25,0.78,10.8997
